Este,Norte,Cota,Rec_Peso_PND25_(%),Rec_Peso_PND25_(%)_nscore,cluster_con_nscore,cluster_sin_nscore
9215.323,23699.381,1964.187,31.13,1.730632281426165,2,2
9155.354,24100.247,2178.979,28.26,1.49070923622097,2,3
9167.337,24100.085,2159.057,24.55,1.127437725884892,2,3
8599.8,24045.4,1953.3,59.66,3.298038577639229,1,1
8604.3,24045.1,1942.2,35.66,1.975139115822331,1,1
8606.3,24044.9,1937.4,22.91,0.930036179723713,1,1
8608.6,24044.7,1931.8,22.55,0.8759457518609559,1,1
8628.2,24043.0,1883.1,29.73,1.602256432367752,1,1
8631.4,24042.7,1875.0,34.09,1.889854464862739,1,1
9046.7,23694.7,2027.3,21.23,0.7184619962535121,2,2
9050.4,23694.5,2020.8,26.3,1.292464893096989,2,2
9062.9,23693.7,1998.6,42.74,2.598475931214059,2,2
9068.1,23693.3,1989.5,26.56,1.325619263086352,2,2
8697.8,23902.3,2131.3,32.22,1.784950170834355,1,1
8715.8,23902.6,2094.2,29.14,1.56138747028482,1,1
8724.9,23902.8,2075.3,22.61,0.8883093448377878,1,1
8768.5,23904.2,1983.9,40.06,2.297643430708086,1,1
8787.4,23905.0,1943.9,24.84,1.140137760511694,1,1
8617.4,23996.6,2166.2,41.04,2.399053498270201,1,1
8660.9,23994.0,2085.7,17.73,0.17782697898639,1,1
8709.9,23990.5,1989.6,54.25,2.946972040868107,1,1
8980.0,24228.8,2254.9,21.76,0.7558434779825427,2,3
8994.0,24228.8,2219.2,17.5,0.1359106806464805,2,3
9001.8,24228.8,2199.0,16.76,0.02509400752630838,2,3
9017.2,24228.7,2159.1,24.38,1.104013941773114,2,2
9044.7,24228.3,2086.9,22.14,0.8133044822725883,2,2
9051.9,24228.1,2068.0,27.05,1.381118939092056,2,2
9095.2,24227.7,1952.0,25.36,1.200476389783171,2,2
8577.3,23756.2,2054.7,22.2,0.8249333882852439,1,1
8829.7,24298.7,2063.1,26.22,1.275302474602153,1,1
8831.8,24298.6,2057.5,31.06,1.727223454437318,1,1
8843.1,24298.1,2028.1,28.63,1.524861411746954,1,1
8861.8,24297.1,1979.0,22.94,0.9353231916648064,1,1
8878.9,24296.2,1934.2,27.1,1.39120205536241,1,2
8933.1,24293.7,1787.9,29.7,1.594526438422721,1,2
8952.0,24292.5,1735.7,32.33,1.791764287378515,0,2
9014.9,24288.4,1557.6,28.18,1.483319760644569,0,0
9025.1,24287.4,1527.8,28.15,1.474681730522365,0,0
9032.9,24286.8,1505.1,32.53,1.802753696657698,0,0
9034.7,24286.7,1499.9,23.07,0.9629652676192323,0,0
9125.0,24101.0,2190.0,28.08,1.466653011596146,2,3
9129.7,24101.1,2182.3,15.96,-0.1289827244837449,4,3
9134.3,24101.3,2174.6,29.26,1.568306276733269,2,3
9139.0,24101.5,2166.9,22.54,0.873777443631047,2,3
9149.0,24101.9,2150.1,22.69,0.8995338605921871,2,3
9162.8,24102.5,2126.9,18.9,0.3481497443296034,2,3
8603.4,24256.7,1901.5,35.9,1.985935187645218,1,1
8610.8,24256.9,1885.1,30.74,1.702795991326823,1,1
8859.3,24003.3,2193.0,48.49,2.81258634957502,2,1
8862.3,24003.4,2187.8,60.87,5.19933758270342,2,1
8935.5,24005.4,2057.7,42.08,2.525923124501661,2,2
8604.1,23997.4,2190.5,30.59,1.684285301674897,1,1
9191.191,24099.732,2119.144,30.19,1.657776737782447,2,3
8909.158,24374.246,2185.868,33.92,1.867279504791683,2,1
9259.781,24442.823,2092.54,25.62,1.228290579391109,2,3
9266.329,24442.385,2076.587,22.05,0.7934248035533935,2,3
9269.506,24442.184,2068.977,17.5,0.1359106806464805,2,3
8888.311,24424.422,2225.942,14.46,-0.4541323662972941,1,1
8998.729,24423.706,2231.681,22.4,0.8589968801153813,2,3
8940.85,24472.211,2195.929,18.25,0.2702617604876176,2,1
8942.918,24472.097,2187.17,24.37,1.10230375439108,2,1
9327.138,24445.367,2096.878,21.13,0.6974876064713338,2,3
8921.769,24518.519,2177.349,30.25,1.667720267311404,2,1
9260.028,24469.315,2058.861,22.31,0.8444939236732143,2,3
9232.205,24519.015,2137.733,25.39,1.204738646343398,2,3
8885.859,24374.982,2240.34,15.6,-0.207222833412141,1,1
9018.254,24547.623,2227.698,20.64,0.636168698739131,2,3
9022.215,24547.183,2216.38,34.66,1.944127770090208,2,3
9115.421,24568.738,2264.271,18.07,0.2419630314331279,2,3
9118.557,24568.462,2255.043,33.4,1.838945992265913,2,3
9132.093,24929.613,2223.49,17.76,0.1829275640059214,2,3
9138.451,24929.317,2201.909,23.48,1.012585672830608,2,3
9209.45,24749.091,2221.501,26.81,1.352622764219689,2,3
8989.822,24723.216,2248.831,20.45,0.6135094449805308,2,3
9062.737,24751.228,2079.003,27.37,1.411293269734521,2,3
9235.127,24990.158,2219.509,18.17,0.2575507301943624,2,3
9230.26,24990.142,2211.061,20.05,0.5508746435120223,2,3
9225.065,24990.077,2201.936,30.04,1.635205967026207,2,3
9216.594,24989.992,2186.91,36.75,2.05932469067923,2,3
9210.758,24989.933,2176.424,16.63,-0.001254569035124871,2,3
9200.992,24989.705,2158.687,13.04,-0.7714496755296383,4,3
9196.658,24989.577,2150.8,15.83,-0.14959683819772,2,3
9190.897,24989.392,2140.275,14.7,-0.404716808217749,4,3
9184.795,24989.233,2129.081,28.51,1.513588931527053,2,3
9201.51,25057.59,2201.344,11.15,-1.312137680736437,4,3
9202.542,25057.391,2187.885,10.08,-1.674185775910647,4,3
9203.915,25057.043,2169.189,15.26,-0.275694418715956,2,3
9204.785,25056.825,2157.222,14.33,-0.4743297340448751,4,3
9110.487,25036.365,2174.384,21.92,0.7850568102342498,2,3
9112.788,25036.466,2166.462,33.87,1.864223956697726,2,3
9115.378,25036.578,2157.844,19.2,0.4060788237506919,2,3
9120.906,25036.844,2139.93,19.56,0.4797834511122173,2,3
9131.156,25037.307,2104.643,18.42,0.280910849646044,2,3
9144.176,25037.759,2059.226,13.44,-0.6892827207942038,4,3
9150.972,25037.978,2033.872,12.45,-0.9515182841460368,4,3
9153.87,25038.018,2023.002,11.4,-1.237465706445763,4,3
8950.938,25011.71,2079.291,14.28,-0.4886334674814359,4,2
8962.303,25011.503,2047.515,15.92,-0.1346445798518418,4,2
8966.049,25011.403,2036.908,17.77,0.1867943686820359,2,2
8963.495,24971.79,2071.467,38.47,2.14544968894604,2,2
8965.39,24971.556,2064.993,19.15,0.3885130976398644,2,2
8973.5,24970.465,2036.131,27.53,1.438279671700094,2,2
9166.448,24927.988,2103.057,20.56,0.6237997236533903,2,3
9168.849,24927.918,2094.384,14.12,-0.5278969666229575,4,3
9173.273,24927.786,2078.488,27.37,1.411293269734521,2,3
9195.235,24926.698,1998.195,13.49,-0.6800125783688008,4,3
9197.771,24926.587,1988.782,12.6,-0.8995338605921868,4,3
9226.572,24399.556,2237.67,17.54,0.149806092062333,2,3
9315.076,24371.62,2258.953,26.53,1.321690549340497,2,3
9326.972,24370.575,2228.19,16.41,-0.0338798354034919,2,3
9278.459,24447.851,2246.632,19.91,0.5209394983066646,2,3
9098.47,24472.618,2243.61,12.14,-1.027246718790668,4,3
9164.123,24563.791,2123.283,25.99,1.264448547931092,2,3
9286.023,24549.86,2221.289,16.4,-0.04266827932052222,2,3
9297.427,24549.938,2108.619,22.12,0.8105390450682207,2,3
8907.772,24573.863,2194.841,23.72,1.040530066337385,2,1
8918.974,24573.63,2161.419,25.6,1.225908563229464,2,1
9275.303,24623.766,2251.117,22.76,0.9049849970908557,2,3
9275.112,24599.155,2155.154,19.19,0.401995024919857,2,3
9164.305,24623.821,2270.72,16.6,-0.007527483323829335,2,3
9183.777,24561.603,2065.053,31.95,1.77346905370426,2,3
9215.934,24548.468,2143.055,25.24,1.184446818906046,2,3
9218.249,24548.338,2132.814,21.11,0.6943712915288447,2,3
9219.168,24598.564,2253.533,12.67,-0.8757667054130063,4,3
9043.027,24673.987,2256.422,15.03,-0.3335240495476219,2,3
9165.887,24672.134,2218.905,15.63,-0.1969791629904471,2,3
9163.742,24725.725,2124.238,22.04,0.7914600929817928,2,3
8992.362,24963.91,2115.183,15.36,-0.2510159186832716,4,4
8994.915,24963.889,2105.773,14.33,-0.4743297340448751,4,4
8998.625,24963.871,2092.015,11.21,-1.275302474602153,4,2
9000.948,24963.848,2083.32,39.6,2.254057301839977,2,2
9018.262,24963.384,2016.53,34.18,1.903945730478446,2,2
8977.615,24990.355,2109.835,24.2,1.091850136913015,2,4
8980.303,24990.194,2102.835,20.81,0.6593515916912578,2,4
8977.381,25027.862,2148.65,31.65,1.749708004523874,2,4
8979.462,25027.805,2142.229,16.88,0.05313151867054701,2,4
8994.56,25027.459,2095.089,39.17,2.226993604784916,2,4
8996.819,25027.401,2087.938,15.73,-0.1663673486153114,4,4
8999.745,25027.319,2078.638,18.75,0.3335240495476219,2,4
8862.692,25345.332,2109.206,34.33,1.918961534877199,2,4
8995.628,24722.623,2225.551,21.23,0.7184619962535121,2,3
9258.725,24672.1,2250.794,18.49,0.2933812321211932,2,3
9259.663,24671.944,2243.354,15.16,-0.307111166190688,2,3
9261.099,24671.739,2232.955,13.83,-0.5939395388892443,4,3
9140.553,24929.203,2194.71,15.23,-0.280910849646044,2,3
9142.842,24929.076,2186.785,19.83,0.5092493337732175,2,3
9203.259,25057.208,2178.163,9.17,-1.996287009896094,4,3
9121.531,24929.888,2259.47,15.64,-0.1923633137225106,2,3
9103.824,25036.173,2195.874,18.76,0.3358721762572525,2,3
9106.034,25036.209,2188.707,17.86,0.208888329148657,2,3
9176.297,24988.989,2113.215,15.55,-0.223915797965116,2,3
9173.13,24988.889,2107.256,42.97,2.646995042729217,2,3
9168.907,24988.761,2099.308,24.7,1.133619571409614,2,3
9163.312,24988.568,2088.695,16.5,-0.02132928514383572,2,3
9157.046,24988.294,2076.74,20.25,0.5642667997585257,2,3
9146.339,25037.852,2051.265,15.16,-0.307111166190688,4,3
9013.658,24987.617,2015.263,12.13,-1.033832286803354,4,2
8905.949,24499.145,2254.946,12.85,-0.8270073590307454,1,1
9178.667,24927.604,2058.97,13.55,-0.6549304836891207,4,3
9045.138,24920.365,1986.219,16.39,-0.05146002009662893,4,2
9241.984,24748.101,2079.689,20.09,0.5533711308965811,2,3
9243.627,24748.046,2072.371,17.41,0.1231045712308126,2,3
9245.104,24747.997,2065.785,25.95,1.25657690319421,2,3
9246.908,24747.937,2057.735,14.95,-0.344977405423643,4,3
8978.23,25011.096,2003.831,17.8,0.195700178301204,2,2
8987.316,25011.025,1978.406,17.11,0.08773909616777291,4,2
9273.229,24599.172,2164.72,18.94,0.3554303616901202,2,3
9222.657,24498.078,2152.987,24.0,1.070179963488352,2,3
9011.445,24924.547,2106.778,36.51,2.041520746982112,2,4
9013.52,24924.314,2099.575,34.89,1.955802492185393,2,2
9016.409,24923.973,2089.486,15.92,-0.1346445798518418,4,2
9020.099,24923.517,2076.508,20.97,0.6768541480424047,2,2
9223.311,24548.164,2110.123,16.08,-0.1065706462657944,4,3
9155.822,24601.006,2080.496,22.07,0.7999689045671678,2,3
9291.44,24599.253,2071.231,16.31,-0.06151263655249821,4,3
9293.439,24599.206,2060.923,22.06,0.7962083738605304,2,3
9257.058,24747.609,2012.358,20.82,0.6611657370873262,2,3
9088.028,24751.028,2027.169,15.63,-0.1969791629904471,4,2
9246.084,24689.794,2083.892,20.54,0.6216605509333716,2,3
9279.564,24657.817,2084.13,15.84,-0.1473156467698586,4,3
9296.299,24599.09,2046.199,17.82,0.2032832600460802,2,3
9118.757,24599.75,2221.184,25.73,1.2369536164985,2,3
9253.243,24600.14,2259.374,20.72,0.6448777192367403,2,3
9292.137,24692.097,2127.878,12.71,-0.8589096039503576,4,3
9100.829,24648.102,2247.03,10.11,-1.64289404037595,4,3
9205.874,24749.214,2236.839,10.99,-1.397836528971104,4,3
9199.97,24926.522,1980.571,12.61,-0.891856905766332,4,3
9140.425,25037.614,2072.194,14.24,-0.5049220111265829,4,3
9081.76,24991.506,2139.485,18.18,0.2613873726778878,2,3
9172.603,24951.659,2174.974,20.38,0.5920066223547548,2,3
9087.496,24991.281,2126.442,20.45,0.6135094449805308,2,3
9042.79,24989.05,2050.17,19.78,0.5004405738381885,2,2
9126.59,25037.138,2120.497,19.08,0.3791714170977714,2,3
8988.254,24967.85,1983.475,17.83,0.2050697564141877,2,2
8990.141,24967.412,1976.23,12.94,-0.8018446964596166,4,2
9069.038,24992.03,2168.297,16.69,0.007527483323829474,2,3
9033.123,24717.681,2069.572,15.22,-0.2861349357549179,4,2
9276.948,24671.195,2108.718,20.77,0.6514164127457128,2,3
9282.756,24670.67,2063.343,18.59,0.3074579443865439,2,3
9205.895,24623.91,2071.022,25.57,1.222257725813506,2,3
9196.447,24623.943,2119.61,20.78,0.6549304836891207,2,3
9294.679,24623.775,2082.74,30.63,1.689256628623778,2,3
9270.947,24689.553,2023.566,18.04,0.2342191939146195,2,3
8746.621,24368.851,2122.416,24.49,1.123517803925087,1,1
8922.347,24267.605,2188.393,24.03,1.075515325868409,2,1
8987.018,24265.97,2100.986,18.68,0.3128294185379789,2,2
8997.787,24265.345,2086.576,14.5,-0.4473052807811119,4,2
9094.193,25953.193,2027.487,8.83,-2.087339395383226,3,4
9080.262,25953.035,2007.883,11.64,-1.184446818906046,3,4
9088.545,25953.129,2019.539,9.55,-1.855208512011558,3,4
9183.671,26372.014,2227.828,18.58,0.306925961498305,3,4
9008.065,24776.015,1961.174,16.17,-0.09107509902847237,4,2
8809.566,24467.487,2034.566,13.15,-0.7568286227057104,1,1
8997.51,25670.313,2031.095,12.44,-0.956929736452924,3,4
9058.616,26151.271,1985.239,20.3,0.5805236222863163,3,4
9059.541,26151.302,1977.041,16.86,0.04568320156826713,3,4
9052.718,26151.075,2037.406,18.93,0.353976847779841,3,4
9056.425,26151.19,2004.615,16.66,0.00125456903512501,3,4
9061.592,26151.367,1959.158,16.37,-0.05397264705241303,3,4
9060.733,26151.338,1966.609,22.37,0.850848009408713,3,4
8993.686,25668.083,2019.139,11.67,-1.166918601135317,3,4
8991.426,25666.793,2012.105,15.9,-0.13826321114163,3,4
8984.447,25662.737,1990.301,19.25,0.4184311908309546,3,4
9035.308,25825.252,2055.946,11.54,-1.203927746537136,3,4
9025.955,25825.489,2037.987,11.41,-1.234533830295906,3,4
9007.103,25825.62,2001.298,19.17,0.3924349830336783,3,4
9004.043,25825.643,1995.281,12.65,-0.8808881195869299,3,4
8980.842,26082.369,2106.289,15.05,-0.3300372319711639,3,4
9009.832,26082.25,2014.771,11.72,-1.144390182586851,3,4
9021.959,26082.225,1975.345,22.53,0.8718609134348221,3,4
9024.589,26082.238,1966.737,14.01,-0.5569266030950196,3,4
9030.044,26082.288,1948.799,16.76,0.02509400752630838,3,4
9137.169,26027.491,2112.254,7.51,-2.588478319889218,3,4
9123.62,26027.793,2092.448,10.19,-1.597698422091424,3,4
9117.302,26027.891,2083.139,11.67,-1.166918601135317,3,4
9152.89,26219.827,2217.06,14.75,-0.3924106733646152,3,4
9140.603,26219.57,2200.032,10.02,-1.710791252563054,3,4
9144.545,26219.719,2205.509,14.01,-0.5569266030950196,3,4
9137.098,26219.514,2195.164,12.56,-0.9169462979277391,3,4
9133.152,26219.606,2189.688,14.24,-0.5049220111265829,3,4
9129.213,26219.558,2184.207,10.08,-1.674185775910647,3,4
9117.471,26219.251,2167.713,14.61,-0.4278565050223814,3,4
9112.708,26219.06,2160.98,12.86,-0.8231716109385887,3,4
8738.68,24527.729,2141.32,21.15,0.70159991634493,1,1
8808.355,24349.409,2228.053,14.97,-0.3421046837786077,1,1
8819.578,24349.295,2199.424,12.74,-0.8510780040759653,1,1
8825.554,24349.182,2184.045,11.05,-1.356630060116488,1,1
8743.038,24527.952,2120.778,14.06,-0.5466177705887929,1,1
8754.888,24399.37,2251.861,14.02,-0.552009895985837,1,1
8758.15,24399.384,2245.107,12.09,-1.050559626466727,1,1
8756.499,24470.456,2122.499,25.33,1.196301439146879,1,1
9042.106,26150.457,2129.796,8.78,-2.109384386454083,3,4
8810.847,24399.098,2134.801,12.16,-1.021849141190017,1,1
8828.957,24398.71,2096.079,22.17,0.8183984487109307,1,1
8834.62,24398.57,2083.825,16.97,0.06969930589560938,1,1
8854.6,24397.757,2041.016,15.2,-0.2926760607617537,1,1
9120.671,26200.272,2180.037,10.19,-1.597698422091424,3,4
9123.513,26200.208,2174.753,15.13,-0.3125276602418971,3,4
9126.709,26200.151,2168.807,7.92,-2.353612300517151,3,4
9134.083,26199.942,2154.892,11.16,-1.301190684205984,3,4
9143.913,26199.631,2136.338,11.76,-1.14008337607808,3,4
9146.723,26199.54,2131.037,9.31,-1.955313210795025,3,4
9152.688,26199.355,2119.77,9.1,-2.015980242085111,3,4
9085.744,25800.899,2001.315,15.69,-0.17782697898639,3,4
9062.417,25800.966,1969.132,11.62,-1.19300110187273,3,4
9057.59,25800.959,1962.442,12.83,-0.8302341575863219,3,4
9051.026,25800.985,1953.305,12.77,-0.8446521467252647,3,4
9040.992,25801.118,1939.275,12.93,-0.8056920745819013,3,4
9035.344,25801.119,1931.328,18.16,0.2549019905594725,3,4
9031.002,25801.095,1925.212,16.51,-0.01631011628532429,3,4
8858.895,24200.86,2251.95,20.85,0.6640627185696378,1,1
8860.841,24200.912,2245.487,18.11,0.2506699162844028,1,1
8881.875,24201.6,2175.848,21.54,0.739266723065256,1,1
8839.121,24250.801,2236.701,17.17,0.09663810765263332,1,1
8858.179,24251.034,2197.599,20.02,0.5464658402252025,1,1
8902.909,24252.135,2107.611,16.21,-0.0826788846086522,1,1
8936.753,24299.085,2263.215,24.23,1.093703826048489,2,1
8957.863,24298.274,2196.741,20.59,0.6286859839889694,2,1
8930.563,24627.445,2054.387,13.68,-0.6271963576001219,4,2
8924.209,24627.843,2031.246,14.94,-0.3467988625921065,1,2
9152.766,24355.446,2230.672,19.37,0.4562130136404116,2,3
9155.745,24355.58,2224.617,15.19,-0.2992297324571836,2,3
9180.714,24356.306,2174.219,24.99,1.156976704104171,2,3
9197.462,24356.766,2140.671,15.33,-0.2576216475998694,4,3
8807.414,24174.927,2217.905,27.23,1.398967295176265,1,1
8958.077,26002.033,2029.32,13.68,-0.6271963576001219,3,4
8960.428,26002.092,2023.8,14.71,-0.3979179193672613,3,4
8963.652,26002.106,2016.206,14.27,-0.4921368228083809,3,4
8992.698,26002.844,1947.064,14.91,-0.3554303616901199,3,4
8996.123,26002.921,1938.742,14.15,-0.5206614945725153,3,4
8997.83,26002.977,1934.578,19.72,0.4977982284659025,3,4
8942.652,26001.84,2065.139,13.29,-0.73973721941389,3,4
8984.644,26002.644,1966.457,11.93,-1.10770288396291,3,4
8990.693,26002.803,1951.916,13.43,-0.6927148969290063,3,4
9103.688,24222.969,2214.163,16.7,0.01254601618154256,2,3
8838.705,24444.829,2030.691,21.79,0.757945958793571,1,1
8757.821,24449.131,2211.362,13.1,-0.7630300992592184,1,1
8782.826,24447.944,2155.188,25.94,1.252840088418682,1,1
8786.526,24447.726,2146.987,22.35,0.8477117372734889,1,1
8792.371,24447.333,2133.997,19.33,0.4456218212231421,1,1
8822.176,24445.702,2067.654,25.07,1.172598790606963,1,1
8825.859,24445.511,2059.444,25.03,1.166079530234547,1,1
8822.704,24427.306,2028.489,23.01,0.9495472701112365,1,1
8825.491,24427.396,2019.932,22.85,0.9165019029489971,1,1
8964.817,25925.505,2046.141,13.96,-0.5727682497348803,3,4
8987.92,25925.161,2021.542,21.83,0.7713257447086419,3,4
9022.445,25924.554,1985.037,17.51,0.1460475087974106,3,4
9027.628,25924.428,1979.617,15.63,-0.1969791629904471,3,4
9033.841,25924.226,1973.109,16.45,-0.02885908560439191,3,4
9039.528,25923.95,1967.139,12.14,-1.027246718790668,3,4
9047.278,25923.622,1958.991,9.94,-1.732204721988833,3,4
9053.483,25923.502,1952.474,13.7,-0.6239212923963902,3,4
9058.647,25923.456,1947.035,11.55,-1.201847393639443,3,4
8757.574,24425.382,2228.123,12.15,-1.023536850869958,1,1
8760.629,24425.475,2218.864,17.14,0.0910750990284728,1,1
8804.128,24426.629,2085.536,17.75,0.1808335345839269,1,1
8818.528,24427.158,2041.326,22.21,0.832975938559765,1,1
9047.407,24676.31,1915.064,22.15,0.8156787628391501,2,2
9051.023,24676.315,1908.493,17.51,0.1460475087974106,4,2
9067.671,24676.056,1878.277,17.9,0.2136361188311631,4,2
8920.06,24628.057,2016.055,15.49,-0.2360099352012977,1,2
8779.563,23925.581,2200.132,21.81,0.7683814440495111,1,1
8797.831,23925.162,2157.374,19.43,0.4638588033395399,1,1
8815.164,23924.184,2118.308,13.74,-0.6211508796517266,1,1
8920.069,23901.01,2191.71,23.21,0.9734327827708785,1,1
8923.008,23901.075,2185.634,15.12,-0.3150117233426268,1,1
8731.821,24527.272,2173.596,27.03,1.377652781182792,1,1
9008.518,24074.246,2105.212,19.21,0.4095976530033049,2,2
9219.154,24357.531,2097.86,18.98,0.3655314769729693,2,3
8869.958,24349.629,2066.131,14.89,-0.3619238899135164,1,1
8667.035,24313.092,2076.635,27.58,1.441897452229983,1,1
9037.145,26200.538,2099.925,24.84,1.140137760511694,3,4
9102.987,26028.135,2062.038,16.93,0.06397327457206528,3,4
9005.364,26082.263,2029.09,15.98,-0.1245233660830673,3,4
9032.859,26082.279,1939.464,20.66,0.6399522270860472,3,4
9035.226,26082.284,1931.561,15.94,-0.1312891700230893,3,4
8955.128,26001.97,2036.216,14.82,-0.3735908953653471,3,4
8956.311,26001.992,2033.459,12.03,-1.061962180539471,3,4
9108.044,26028.052,2069.483,8.35,-2.230135515389549,3,4
8959.98,23997.936,2180.261,23.04,0.9569113671111468,2,2
8965.303,25651.467,1930.548,19.28,0.4279758970525155,3,4
9149.375,26219.78,2212.197,22.38,0.853247139315341,3,4
9120.927,26219.433,2172.615,18.04,0.2342191939146195,3,4
9073.354,26218.06,2105.232,14.11,-0.5302315237698679,3,4
9078.095,26200.116,2197.422,15.03,-0.3335240495476219,3,4
9069.376,26200.23,2176.681,17.5,0.1359106806464805,3,4
9062.98,26200.327,2161.471,23.86,1.058198970205178,3,4
8977.582,26082.385,2116.27,22.61,0.8883093448377878,3,4
9011.49,24775.918,1951.248,17.67,0.1686074125000132,4,2
9153.816,26026.939,2136.298,14.88,-0.3634489127499445,3,4
8877.757,24201.427,2189.489,18.07,0.2419630314331279,1,1
9136.188,26199.911,2150.915,13.25,-0.7442926555938577,3,4
9138.644,26199.808,2146.276,10.01,-1.716692818509272,3,4
9142.156,26199.681,2139.65,12.89,-0.8178049227354095,3,4
9149.529,26199.436,2125.735,13.53,-0.6590572416786886,3,4
8852.399,24349.463,2113.214,17.99,0.2228668714683448,1,1
8933.049,24319.965,2060.843,20.97,0.6768541480424047,1,2
9190.092,24356.682,2155.433,20.25,0.5642667997585257,2,3
8912.167,24321.388,2124.226,17.61,0.1625523959526249,1,1
8999.07,26082.345,2049.125,23.01,0.9495472701112365,3,4
9112.676,26027.976,2076.309,11.14,-1.316978184327039,3,4
9038.108,25825.168,2061.252,14.21,-0.5095348632933987,3,4
9032.537,25825.339,2050.625,13.66,-0.6336400007797011,3,4
8989.616,25665.766,2006.477,15.67,-0.1847293867592549,3,4
8987.36,25664.471,1999.443,12.37,-0.9876515644974215,3,4
9076.056,25801.077,1987.96,14.92,-0.3532691919629601,3,4
9068.134,25800.968,1977.03,14.35,-0.4710213304677233,3,4
8995.104,25925.052,2013.885,14.64,-0.4233159244055488,3,4
9006.418,25924.882,2001.877,16.44,-0.03140812235824497,3,4
9011.581,25924.772,1996.438,17.65,0.1666151184275132,3,4
8655.017,24198.726,2239.37,21.28,0.7249732056113145,1,1
8734.473,24527.444,2161.126,29.8,1.617122302282449,1,1
8912.954,26001.397,2132.369,11.86,-1.116368890290763,3,4
9140.399,26199.735,2142.963,14.01,-0.5569266030950196,3,4
9098.779,26028.216,2055.83,12.71,-0.8589096039503576,3,4
8741.088,23874.012,2208.138,9.79,-1.781244407675155,1,1
8988.968,23972.391,2137.085,24.47,1.120004453210245,2,2
8992.765,23972.262,2129.762,28.65,1.529558186142137,2,2
8765.762,24075.798,2166.192,16.04,-0.1108429440910947,1,1
8997.172,24074.803,2136.993,18.42,0.280910849646044,2,2
8836.214,24101.833,2127.515,18.4,0.2783016875657953,1,1
8841.025,24101.627,2114.103,16.87,0.04894771798160344,1,1
8641.06,24123.929,2077.261,25.85,1.245510272321043,1,1
9013.939,24775.825,1944.16,20.99,0.6831778069051377,2,2
9035.75,24775.16,1880.285,12.49,-0.9377977680303105,4,2
9159.127,24129.376,2182.39,17.79,0.1909477397681947,2,3
9179.264,24130.655,2139.665,14.65,-0.4210970569909634,4,3
9183.725,24130.856,2130.162,12.49,-0.9377977680303105,4,3
9156.556,24129.259,2187.81,17.58,0.1540855008259132,2,3
9162.016,24129.48,2176.29,30.12,1.643760292346086,2,3
9170.338,24130.014,2158.663,34.46,1.929990825498907,2,3
9175.761,24130.412,2147.131,20.0,0.5395988872028699,2,3
8847.425,24101.442,2096.481,12.62,-0.8888400117499843,1,1
8785.346,24047.143,2021.302,12.42,-0.9608536026483905,1,1
8793.115,24318.93,2002.252,14.24,-0.5049220111265829,1,1
8913.725,24031.087,2052.756,20.39,0.5964907108195574,1,2
8786.483,24319.368,2019.785,20.27,0.5731153914071752,1,1
8884.988,24247.746,2036.514,13.55,-0.6549304836891207,1,1
8879.561,24247.899,2048.874,14.82,-0.3735908953653471,1,1
8774.803,24047.272,2041.178,11.04,-1.361741902615114,1,1
8779.363,24047.205,2032.561,14.42,-0.4595270492604179,1,1
8775.509,24114.231,1989.418,13.8,-0.6059551370107433,1,1
8777.709,24114.029,1983.84,32.82,1.813721856298947,1,1
9108.006,24519.509,1893.974,19.94,0.5323863484115576,4,2
8771.303,24047.357,2047.811,15.29,-0.268045926378199,1,1
8918.981,24025.773,2037.209,28.5,1.505527186038919,1,2
9047.871,24559.356,1867.693,36.18,2.008286366191264,2,2
9050.986,24556.85,1862.254,17.51,0.1460475087974106,4,2
9061.528,24624.24,1860.012,19.81,0.5067241682416694,4,2
8742.645,24117.233,2073.149,25.01,1.159948931201987,1,1
8743.736,24117.138,2070.357,18.04,0.2342191939146195,1,1
8934.987,24174.008,2144.122,26.47,1.312811604276078,2,1
8944.375,24173.446,2116.425,40.76,2.357327370554604,2,2
8719.181,24438.453,2057.206,16.24,-0.07660354475064642,1,1
9007.721,24662.656,1909.961,12.37,-0.9876515644974215,4,2
